#locus_id	contig	start	stop	annotation
cds3342	gi|16763390|ref|NC_003197.1|	3594642	3594944	ID=cds3342;Name=NP_462342.1;Parent=gene3464;Note=binds third domain of 23S rRNA and protein L29%3B part of exit tunnel;Dbxref=Genbank:NP_462342.1,GeneID:1254961;gbkey=CDS;gene=rplW;product=50S ribosomal protein L23;protein_id=NP_462342.1;transl_table=11;strand=-
cds3343	gi|16763390|ref|NC_003197.1|	3594941	3595546	ID=cds3343;Name=NP_462343.1;Parent=gene3465;Note=L4 is important during the early stages of 50S assembly%3B it initially binds near the 5%27 end of the 23S rRNA;Dbxref=Genbank:NP_462343.1,GeneID:1254962;gbkey=CDS;gene=rplD;product=50S ribosomal protein L4;protein_id=NP_462343.1;transl_table=11;strand=-
cds3344	gi|16763390|ref|NC_003197.1|	3595557	3596186	ID=cds3344;Name=NP_462344.1;Parent=gene3466;Note=binds directly near the 3%27 end of the 23S rRNA%2C where it nucleates assembly of the 50S subunit%3B essential for peptidyltransferase activity%3B mutations in this gene confer resistance to tiamulin;Dbxref=Genbank:NP_462344.1,GeneID:1254963;gbkey=CDS;gene=rplC;product=50S ribosomal protein L3;protein_id=NP_462344.1;transl_table=11;strand=-
cds3345	gi|16763390|ref|NC_003197.1|	3596219	3596530	ID=cds3345;Name=NP_462345.1;Parent=gene3467;Note=NusE%3B involved in assembly of the 30S subunit%3B in the ribosome%2C this protein is involved in the binding of tRNA%3B in Escherichia coli this protein was also found to be involved in transcription antitermination%3B NusB%2FS10 heterodimers bind boxA sequences in the leader RNA of rrn operons which is required for antitermination%3B binding of NusB%2FS10 to boxA nucleates assembly of the antitermination complex;Dbxref=Genbank:NP_462345.1,GeneID:1254964;gbkey=CDS;gene=rpsJ;product=30S ribosomal protein S10;protein_id=NP_462345.1;transl_table=11;strand=-
cds3346	gi|16763390|ref|NC_003197.1|	3596910	3597377	ID=cds3346;Name=NP_462346.1;Parent=gene3468;Dbxref=Genbank:NP_462346.1,GeneID:1254965;gbkey=CDS;gene=hopD;product=leader peptidase HopD;protein_id=NP_462346.1;transl_table=11;strand=+
cds3347	gi|16763390|ref|NC_003197.1|	3597374	3597850	ID=cds3347;Name=NP_462347.1;Parent=gene3469;Note=iron storage protein;Dbxref=Genbank:NP_462347.1,GeneID:1254966;gbkey=CDS;gene=bfr;product=bacterioferritin;protein_id=NP_462347.1;transl_table=11;strand=-
cds3348	gi|16763390|ref|NC_003197.1|	3597923	3598117	ID=cds3348;Name=NP_462348.1;Parent=gene3470;Note=regulatory or redox component complexing with Bfr in iron storage and mobility %28SW:BFD_SALTY%29;Dbxref=Genbank:NP_462348.1,GeneID:1254967;gbkey=CDS;gene=bfd;product=bacterioferritin-associated ferredoxin;protein_id=NP_462348.1;transl_table=11;strand=-
cds3349	gi|16763390|ref|NC_003197.1|	3598302	3599486	ID=cds3349;Name=NP_462349.1;Parent=gene3471;Note=EF-Tu%3B promotes GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis%3B when the tRNA anticodon matches the mRNA codon%2C GTP hydrolysis results%3B the inactive EF-Tu-GDP leaves the ribosome and release of GDP is promoted by elongation factor Ts%3B many prokaryotes have two copies of the gene encoding EF-Tu;Dbxref=Genbank:NP_462349.1,GeneID:1254968;gbkey=CDS;gene=tuf;product=elongation factor Tu;protein_id=NP_462349.1;transl_table=11;strand=-
cds3350	gi|16763390|ref|NC_003197.1|	3599558	3601672	ID=cds3350;Name=NP_462350.1;Parent=gene3472;Note=EF-G%3B promotes GTP-dependent translocation of the ribosome during translation%3B many organisms have multiple copies of this gene;Dbxref=Genbank:NP_462350.1,GeneID:1254969;gbkey=CDS;gene=fusA;product=elongation factor G;protein_id=NP_462350.1;transl_table=11;strand=-
cds3351	gi|16763390|ref|NC_003197.1|	3601769	3602239	ID=cds3351;Name=NP_462351.1;Parent=gene3473;Note=binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit;Dbxref=Genbank:NP_462351.1,GeneID:1254970;gbkey=CDS;gene=rpsG;product=30S ribosomal protein S7;protein_id=NP_462351.1;transl_table=11;strand=-
cds3352	gi|16763390|ref|NC_003197.1|	3602335	3602709	ID=cds3352;Name=NP_462352.1;Parent=gene3474;Note=interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone%3B located at the interface of the 30S and 50S subunits%2C it traverses the body of the 30S subunit contacting proteins on the other side%3B mutations in the S12 gene confer streptomycin resistance;Dbxref=Genbank:NP_462352.1,GeneID:1254971;gbkey=CDS;gene=rpsL;product=30S ribosomal protein S12;protein_id=NP_462352.1;transl_table=11;strand=-
cds3353	gi|16763390|ref|NC_003197.1|	3602835	3603122	ID=cds3353;Name=NP_462353.1;Parent=gene3475;Note=in Escherichai coli the heterohexameric TusBCD complex is involved in sulfur related that results in thiouridation to U34 position in some tRNAs;Dbxref=Genbank:NP_462353.1,GeneID:1254972;gbkey=CDS;gene=yheL;product=tRNA 2-thiouridine synthesizing protein TusB;protein_id=NP_462353.1;transl_table=11;strand=-
cds3354	gi|16763390|ref|NC_003197.1|	3603130	3603486	ID=cds3354;Name=NP_462354.1;Parent=gene3476;Note=in Escherichai coli the heterohexameric TusBCD complex is involved in sulfur related that results in thiouridation to U34 position in some tRNAs;Dbxref=Genbank:NP_462354.1,GeneID:1254973;gbkey=CDS;gene=yheM;product=tRNA 2-thiouridine synthesizing protein TusC;protein_id=NP_462354.1;transl_table=11;strand=-
cds3355	gi|16763390|ref|NC_003197.1|	3603486	3603872	ID=cds3355;Name=NP_462355.1;Parent=gene3477;Note=in Escherichai coli the heterohexameric TusBCD complex is involved in sulfur related that results in thiouridation to U34 position in some tRNAs;Dbxref=Genbank:NP_462355.1,GeneID:1254974;gbkey=CDS;gene=yheN;product=tRNA 2-thiouridine synthesizing protein TusD;protein_id=NP_462355.1;transl_table=11;strand=-
cds3356	gi|16763390|ref|NC_003197.1|	3603872	3604594	ID=cds3356;Name=NP_462356.1;Parent=gene3478;Dbxref=Genbank:NP_462356.1,GeneID:1254975;gbkey=CDS;gene=yheO;product=regulatory protein;protein_id=NP_462356.1;transl_table=11;strand=-
cds3357	gi|16763390|ref|NC_003197.1|	3604871	3605689	ID=cds3357;Name=NP_462357.1;Parent=gene3479;Note=rotamase;Dbxref=Genbank:NP_462357.1,GeneID:1254976;gbkey=CDS;gene=fkpA;product=FKBP-type peptidyl-prolyl cis-trans isomerase;protein_id=NP_462357.1;transl_table=11;strand=-
cds3358	gi|16763390|ref|NC_003197.1|	3605909	3606127	ID=cds3358;Name=NP_462358.1;Parent=gene3480;Dbxref=Genbank:NP_462358.1,GeneID:1254977;gbkey=CDS;product=hypothetical protein;protein_id=NP_462358.1;transl_table=11;strand=+
cds3359	gi|16763390|ref|NC_003197.1|	3606315	3606905	ID=cds3359;Name=NP_462359.1;Parent=gene3481;Note=rotamase;Dbxref=Genbank:NP_462359.1,GeneID:1254978;gbkey=CDS;gene=slyD;product=FKBP-type peptidyl-prolyl cis-trans isomerase;protein_id=NP_462359.1;transl_table=11;strand=-
cds3360	gi|16763390|ref|NC_003197.1|	3607000	3607200	ID=cds3360;Name=NP_462360.1;Parent=gene3482;Dbxref=Genbank:NP_462360.1,GeneID:1254979;gbkey=CDS;gene=yheV;product=cytoplasmic protein;protein_id=NP_462360.1;transl_table=11;strand=-
cds3361	gi|16763390|ref|NC_003197.1|	3607211	3609016	ID=cds3361;Name=NP_462361.1;Parent=gene3483;Note=involved in potassium efflux;Dbxref=Genbank:NP_462361.1,GeneID:1254980;gbkey=CDS;gene=kefB;product=glutathione-regulated potassium-efflux system protein KefB;protein_id=NP_462361.1;transl_table=11;strand=-
cds3362	gi|16763390|ref|NC_003197.1|	3609016	3609567	ID=cds3362;Name=NP_462362.1;Parent=gene3484;Note=required for KefB activity;Dbxref=Genbank:NP_462362.1,GeneID:1254981;gbkey=CDS;gene=yheR;product=glutathione-regulated potassium-efflux system ancillary protein KefG;protein_id=NP_462362.1;transl_table=11;strand=-
cds3363	gi|16763390|ref|NC_003197.1|	3609833	3611740	ID=cds3363;Name=NP_462363.1;Parent=gene3485;Dbxref=Genbank:NP_462363.1,GeneID:1254982;gbkey=CDS;gene=yheS;product=ABC transporter ATP-binding protein;protein_id=NP_462363.1;transl_table=11;strand=+
cds3364	gi|16763390|ref|NC_003197.1|	3612126	3612437	ID=cds3364;Name=NP_462364.1;Parent=gene3487;Dbxref=Genbank:NP_462364.1,GeneID:1254984;gbkey=CDS;product=cytoplasmic protein;protein_id=NP_462364.1;transl_table=11;strand=-
cds3365	gi|16763390|ref|NC_003197.1|	3612635	3613702	ID=cds3365;Name=NP_462365.1;Parent=gene3488;Note=alpha%2Fbeta-hydrolase fold;Dbxref=Genbank:NP_462365.1,GeneID:1254985;gbkey=CDS;gene=yheT;product=hydrolase;protein_id=NP_462365.1;transl_table=11;strand=+
cds3366	gi|16763390|ref|NC_003197.1|	3613710	3613916	ID=cds3366;Name=NP_462366.1;Parent=gene3489;Dbxref=Genbank:NP_462366.1,GeneID:1254986;gbkey=CDS;product=hypothetical protein;protein_id=NP_462366.1;transl_table=11;strand=+
cds3367	gi|16763390|ref|NC_003197.1|	3613968	3614837	ID=cds3367;Name=NP_462367.1;Parent=gene3490;Dbxref=Genbank:NP_462367.1,GeneID:1254987;gbkey=CDS;gene=prkB;product=phosphoribulokinase;protein_id=NP_462367.1;transl_table=11;strand=+
cds3368	gi|16763390|ref|NC_003197.1|	3614933	3615337	ID=cds3368;Name=NP_462368.1;Parent=gene3491;Dbxref=Genbank:NP_462368.1,GeneID:1254988;gbkey=CDS;gene=yhfA;product=inner membrane protein;protein_id=NP_462368.1;transl_table=11;strand=-
cds3369	gi|16763390|ref|NC_003197.1|	3615645	3616277	ID=cds3369;Name=NP_462369.1;Parent=gene3492;Note=complexes with cyclic AMP and binds to specific DNA sites near the promoter to regulate the transcription of several catabolite-sensitive operons;Dbxref=Genbank:NP_462369.1,GeneID:1254989;gbkey=CDS;gene=crp;product=cAMP-activated global transcriptional regulator;protein_id=NP_462369.1;transl_table=11;strand=+
cds3370	gi|16763390|ref|NC_003197.1|	3616326	3618413	ID=cds3370;Name=NP_462370.1;Parent=gene3493;Dbxref=Genbank:NP_462370.1,GeneID:1254990;gbkey=CDS;gene=yhfK;product=inner membrane protein;protein_id=NP_462370.1;transl_table=11;strand=+
cds3371	gi|16763390|ref|NC_003197.1|	3618456	3619673	ID=cds3371;Name=NP_462371.1;Parent=gene3494;Note=DapATase%3B bifunctional enzyme that functions in arginine and lysine biosynthetic pathways%3B catalyzes the formation of N-acetyl-L-glutamate 5-semialdehyde from 2-oxoglutarate and N%282%29-acetyl-L-ornithine or N-succinyl-2-L-amino-6-oxoheptanedioate from 2-oxoglutarate and N-succinyl-L-2%2C6-diaminoheptanedioate;Dbxref=Genbank:NP_462371.1,GeneID:1254991;gbkey=CDS;gene=argD;product=bifunctional N-succinyldiaminopimelate-aminotransferase%2Facetylornithine transaminase protein;protein_id=NP_462371.1;transl_table=11;strand=-
cds3372	gi|16763390|ref|NC_003197.1|	3619759	3620322	ID=cds3372;Name=NP_462372.1;Parent=gene3495;Note=aminodeoxychorismate synthase subunit PabA%3B with PabB catalyzes the formation of 4-amino-4-deoxychorismate from chorismate and glutamine in para-aminobenzoate synthesis%3B PabA provides the glutamine amidotransferase activity;Dbxref=Genbank:NP_462372.1,GeneID:1254992;gbkey=CDS;gene=pabA;product=minodeoxychorismate synthase component II;protein_id=NP_462372.1;transl_table=11;strand=-
cds3373	gi|16763390|ref|NC_003197.1|	3620354	3620956	ID=cds3373;Name=NP_462373.1;Parent=gene3496;Note=cell filamentation protein Fic %28SW:FIC_SALTY%29%3B stationary phase induced gene%3B affects cell division;Dbxref=Genbank:NP_462373.1,GeneID:1254993;gbkey=CDS;gene=fic;product=adenosine monophosphate-protein transferase Fic;protein_id=NP_462373.1;transl_table=11;strand=-
cds3374	gi|16763390|ref|NC_003197.1|	3620946	3621113	ID=cds3374;Name=NP_462374.1;Parent=gene3497;Note=hypothetical 6.8 kDa protein in fic-ppiA intergenic region %28SW:YHFG_SALTY%29;Dbxref=Genbank:NP_462374.1,GeneID:1254994;gbkey=CDS;product=hypothetical protein;protein_id=NP_462374.1;transl_table=11;strand=-
cds3375	gi|16763390|ref|NC_003197.1|	3621222	3621794	ID=cds3375;Name=NP_462375.1;Parent=gene3498;Note=peptidyl-prolyl cis-trans isomerase A %28SW:PPIA_SALTY%29%3B rotamase A;Dbxref=Genbank:NP_462375.1,GeneID:1254995;gbkey=CDS;gene=ppiA;product=peptidyl-prolyl cis-trans isomerase A;protein_id=NP_462375.1;transl_table=11;strand=-
cds3376	gi|16763390|ref|NC_003197.1|	3622071	3623252	ID=cds3376;Name=NP_462376.1;Parent=gene3499;Dbxref=Genbank:NP_462376.1,GeneID:1254996;gbkey=CDS;gene=yhfC;product=transporter;protein_id=NP_462376.1;transl_table=11;strand=+
cds3377	gi|16763390|ref|NC_003197.1|	3623515	3626058	ID=cds3377;Name=NP_462377.1;Parent=gene3500;Dbxref=Genbank:NP_462377.1,GeneID:1254997;gbkey=CDS;gene=nirB;product=nitrite reductase large subunit;protein_id=NP_462377.1;transl_table=11;strand=+
cds3378	gi|16763390|ref|NC_003197.1|	3626055	3626381	ID=cds3378;Name=NP_462378.1;Parent=gene3501;Note=involved in reducing nitrite to ammonium to detoxify nitrite accumulation in anaerobic nitrate-respiring cells and regenerate NAD%2B%3B bounds to NirB%2C the cytoplasmic subunit%2C whose expression is induced at high nitrate concentrations;Dbxref=Genbank:NP_462378.1,GeneID:1254998;gbkey=CDS;gene=nirD;product=nitrite reductase small subunit;protein_id=NP_462378.1;transl_table=11;strand=+
cds3379	gi|16763390|ref|NC_003197.1|	3626647	3627456	ID=cds3379;Name=NP_462379.1;Parent=gene3502;Note=member of the FNT family of formate and nitrite transporters;Dbxref=Genbank:NP_462379.1,GeneID:1254999;gbkey=CDS;gene=nirC;product=nitrite transporter NirC;protein_id=NP_462379.1;transl_table=11;strand=+
cds3380	gi|16763390|ref|NC_003197.1|	3627468	3628841	ID=cds3380;Name=NP_462380.1;Parent=gene3503;Note=multifunction enzyme consisting of uroporphyrin-III C-methyltransferase%2C precorrin-2 dehydrogenase and sirohydrochlorin ferrochelatase%3B catalyzes the methylation of uroporphyrinogen III to form precorrin-2%2C then catalyzes formation of sirohydrochlorin from precorrin-2 and finally catalyzed the formation of siroheme from sirohydrochlorin;Dbxref=Genbank:NP_462380.1,GeneID:1255000;gbkey=CDS;gene=cysG;product=siroheme synthase;protein_id=NP_462380.1;transl_table=11;strand=+
cds3381	gi|16763390|ref|NC_003197.1|	3629167	3635028	ID=cds3381;Name=NP_462381.1;Parent=gene3504;Note=surface-exposed virulence protein BigA;Dbxref=Genbank:NP_462381.1,GeneID:1255001;gbkey=CDS;gene=bigA;product=surface-exposed virulence protein BigA;protein_id=NP_462381.1;transl_table=11;strand=+
cds3382	gi|16763390|ref|NC_003197.1|	3635160	3635618	ID=cds3382;Name=NP_462382.1;Parent=gene3505;Note=transposase for insertion sequence element is200 %28SW:T200_SALTY%29;Dbxref=Genbank:NP_462382.1,GeneID:1255002;gbkey=CDS;gene=tnpA_5;product=insertion sequence element IS200 transposase;protein_id=NP_462382.1;transl_table=11;strand=-
cds3383	gi|16763390|ref|NC_003197.1|	3635932	3636102	ID=cds3383;Name=NP_462383.1;Parent=gene3506;Dbxref=Genbank:NP_462383.1,GeneID:1255003;gbkey=CDS;gene=yhfL;product=outer membrane lipoprotein;protein_id=NP_462383.1;transl_table=11;strand=+
cds3384	gi|16763390|ref|NC_003197.1|	3636247	3637251	ID=cds3384;Name=NP_462384.1;Parent=gene3507;Note=catalyzes a two-step reaction%2C first charging a tryptophan molecule by linking its carboxyl group to the alpha-phosphate of ATP%2C followed by transfer of the aminoacyl-adenylate to its tRNA;Dbxref=Genbank:NP_462384.1,GeneID:1255004;gbkey=CDS;gene=trpS;product=tryptophan--tRNA ligase;protein_id=NP_462384.1;transl_table=11;strand=-
cds3385	gi|16763390|ref|NC_003197.1|	3637244	3638002	ID=cds3385;Name=NP_462385.1;Parent=gene3508;Note=catalyzes the dephosphorylation of 2-phosphoglycolate to form glycolate and phosphate;Dbxref=Genbank:NP_462385.1,GeneID:1255005;gbkey=CDS;gene=gph;product=phosphoglycolate phosphatase;protein_id=NP_462385.1;transl_table=11;strand=-
cds3386	gi|16763390|ref|NC_003197.1|	3637995	3638672	ID=cds3386;Name=NP_462386.1;Parent=gene3509;Note=catalyzes the interconversion of D-ribulose 5-phosphate to xylulose 5-phosphate;Dbxref=Genbank:NP_462386.1,GeneID:1255006;gbkey=CDS;gene=rpe;product=ribulose-phosphate 3-epimerase;protein_id=NP_462386.1;transl_table=11;strand=-
cds3387	gi|16763390|ref|NC_003197.1|	3638690	3639526	ID=cds3387;Name=NP_462387.1;Parent=gene3510;Note=DNA adenine methylase %28SW:DMA_SALTY%29;Dbxref=REBASE:M.StyLT2Dam,Genbank:NP_462387.1,GeneID:1255007;gbkey=CDS;gene=dam;product=DNA adenine methylase;protein_id=NP_462387.1;transl_table=11;strand=-
cds3388	gi|16763390|ref|NC_003197.1|	3639707	3640984	ID=cds3388;Name=NP_462388.1;Parent=gene3511;Dbxref=Genbank:NP_462388.1,GeneID:1255008;gbkey=CDS;gene=damX;product=membrane protein;protein_id=NP_462388.1;transl_table=11;strand=-
cds3389	gi|16763390|ref|NC_003197.1|	3641082	3642170	ID=cds3389;Name=NP_462389.1;Parent=gene3512;Note=catalyzes the formation of 3-dehydroquinate from 3-deoxy-arabino-heptulonate 7-phosphate%3B functions in aromatic amino acid biosynthesis;Dbxref=Genbank:NP_462389.1,GeneID:1255009;gbkey=CDS;gene=aroB;product=3-dehydroquinate synthase;protein_id=NP_462389.1;transl_table=11;strand=-
cds3390	gi|16763390|ref|NC_003197.1|	3642227	3642748	ID=cds3390;Name=NP_462390.1;Parent=gene3513;Note=type I enzyme similar to type II but differentially regulated%3B major shikimate kinase in fully repressed cells%3B catalyzes the formation of shikimate 3-phosphate from shikimate in aromatic amino acid biosynthesis;Dbxref=Genbank:NP_462390.1,GeneID:1255010;gbkey=CDS;gene=aroK;product=shikimate kinase I;protein_id=NP_462390.1;transl_table=11;strand=-
cds3391	gi|16763390|ref|NC_003197.1|	3643213	3644451	ID=cds3391;Name=NP_462391.1;Parent=gene3514;Note=outer membrane porin probably involved in uptake of extracellular double-stranded DNA%3B similar to outer membrane competence protein ComE from Haemophilus influenzae and outer membrane protein PilQ involved in type IV pilus production from Pseudomonas aeruginosa;Dbxref=Genbank:NP_462391.1,GeneID:1255011;gbkey=CDS;gene=hofQ;product=transporter;protein_id=NP_462391.1;transl_table=11;strand=-
cds3392	gi|16763390|ref|NC_003197.1|	3644366	3644767	ID=cds3392;Name=NP_462392.1;Parent=gene3515;Dbxref=Genbank:NP_462392.1,GeneID:1255012;gbkey=CDS;gene=yrfA;product=inner membrane protein;protein_id=NP_462392.1;transl_table=11;strand=-
cds3393	gi|16763390|ref|NC_003197.1|	3644757	3645230	ID=cds3393;Name=NP_462393.1;Parent=gene3516;Dbxref=Genbank:NP_462393.1,GeneID:1255013;gbkey=CDS;gene=yrfB;product=inner membrane protein;protein_id=NP_462393.1;transl_table=11;strand=-
cds3394	gi|16763390|ref|NC_003197.1|	3645214	3645753	ID=cds3394;Name=NP_462394.1;Parent=gene3517;Dbxref=Genbank:NP_462394.1,GeneID:1255014;gbkey=CDS;gene=yrfC;product=inner membrane protein;protein_id=NP_462394.1;transl_table=11;strand=-
cds3395	gi|16763390|ref|NC_003197.1|	3645753	3646532	ID=cds3395;Name=NP_462395.1;Parent=gene3518;Dbxref=Genbank:NP_462395.1,GeneID:1255015;gbkey=CDS;gene=yrfD;product=periplasmic protein;protein_id=NP_462395.1;transl_table=11;strand=-
cds3396	gi|16763390|ref|NC_003197.1|	3646653	3649205	ID=cds3396;Name=NP_462396.2;Parent=gene3519;Note=bifunctional murein transglycosylase%2Fmurein transpeptidase%3B penicillin-binding protein 1A%3B involved in the synthesis of cross-linked peptidoglycan from the lipid intermediates in cell wall formation%3B penicillin-insensitive transglycosylase catalyzes the formation of linear glycan strands and the penicillin-sensitive transpeptidase catalyzes the cross-linking of the peptide subunits;Dbxref=Genbank:NP_462396.2,GeneID:1255016;gbkey=CDS;gene=mrcA;product=bifunctional murein transglycosylase%2Fmurein transpeptidase;protein_id=NP_462396.2;transl_table=11;strand=+
cds3397	gi|16763390|ref|NC_003197.1|	3649301	3649864	ID=cds3397;Name=NP_462397.2;Parent=gene3520;Note=ADP-sugar pyrophosphatase%3B catalyzes the formation of D-ribose 5-phosphate from ADP-ribose%3B can also act on ADP-mannose and ADP-glucose;Dbxref=Genbank:NP_462397.2,GeneID:1255017;gbkey=CDS;gene=nudE;product=ADP-ribose diphosphatase NudE;protein_id=NP_462397.2;transl_table=11;strand=-
cds3398	gi|16763390|ref|NC_003197.1|	3650187	3652319	ID=cds3398;Name=NP_462398.1;Parent=gene3521;Dbxref=Genbank:NP_462398.1,GeneID:1255018;gbkey=CDS;gene=igaA;product=intracellular growth attenuator protein IgaA;protein_id=NP_462398.1;transl_table=11;strand=+
cds3399	gi|16763390|ref|NC_003197.1|	3652384	3653052	ID=cds3399;Name=NP_462399.1;Parent=gene3522;Dbxref=Genbank:NP_462399.1,GeneID:1255019;gbkey=CDS;gene=yrfG;product=hydrolase;protein_id=NP_462399.1;transl_table=11;strand=+
cds3400	gi|16763390|ref|NC_003197.1|	3653063	3653464	ID=cds3400;Name=NP_462400.1;Parent=gene3523;Note=predicted small RNA-binding protein;Dbxref=Genbank:NP_462400.1,GeneID:1255020;gbkey=CDS;gene=yrfH;product=ribosome-associated heat shock protein Hsp15;protein_id=NP_462400.1;transl_table=11;strand=+
cds3401	gi|16763390|ref|NC_003197.1|	3653489	3654367	ID=cds3401;Name=NP_462401.2;Parent=gene3524;Note=becomes active under oxidative stress%3B four conserved cysteines bind a zinc atom when they are in the reduced state and the enzyme is inactive%3B oxidative stress results in oxidized cysteines%2C release of zinc%2C and binding of Hsp33 to aggregation-prone proteins%3B forms dimers and higher order oligomers;Dbxref=Genbank:NP_462401.2,GeneID:1255021;gbkey=CDS;gene=hslO;product=Hsp33-like chaperonin;protein_id=NP_462401.2;transl_table=11;strand=+
cds3402	gi|16763390|ref|NC_003197.1|	3654477	3656186	ID=cds3402;Name=NP_462402.1;Parent=gene3525;Dbxref=Genbank:NP_462402.1,GeneID:1255022;gbkey=CDS;gene=yhgE;product=inner membrane protein;protein_id=NP_462402.1;transl_table=11;strand=-
cds3403	gi|16763390|ref|NC_003197.1|	3656566	3658182	ID=cds3403;Name=NP_462403.1;Parent=gene3526;Note=PEP carboxykinase%3B PEP carboxylase%3B PEPCK%3B catalyzes the phosphorylation and decarboxylation of oxaloacetate to form phosphoenolpyruvate using ATP;Dbxref=Genbank:NP_462403.1,GeneID:1255023;gbkey=CDS;gene=pckA;product=phosphoenolpyruvate carboxykinase;protein_id=NP_462403.1;transl_table=11;strand=+
cds3404	gi|16763390|ref|NC_003197.1|	3658257	3659609	ID=cds3404;Name=NP_462404.1;Parent=gene3527;Note=membrane-localized osmosensor%3B histidine kinase%3B in high osmolarity EnvZ autophosphorylates itself and transfers phosphoryl group to OmpR;Dbxref=Genbank:NP_462404.1,GeneID:1255024;gbkey=CDS;gene=envZ;product=osmolarity sensor protein EnvZ;protein_id=NP_462404.1;transl_table=11;strand=-
cds3405	gi|16763390|ref|NC_003197.1|	3659606	3660325	ID=cds3405;Name=NP_462405.1;Parent=gene3528;Note=part of two-component system EnvZ%2FOmpR%3B regulates transcription of outer membrane porin genes ompC%2FF%3B under high osmolarity EnvZ functions as kinase%2Fphosphotransferase and phosphorylates OmpR%3B the result is increased expression of ompC and repression of ompF%3B also functions in regulation of other genes%3B forms dimers upon phosphorylation;Dbxref=Genbank:NP_462405.1,GeneID:1255025;gbkey=CDS;gene=ompR;product=osmolarity response regulator OmpR;protein_id=NP_462405.1;transl_table=11;strand=-
cds3406	gi|16763390|ref|NC_003197.1|	3660551	3661024	ID=cds3406;Name=NP_462406.1;Parent=gene3529;Note=necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites%3B arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through%2C resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3%27terminus;Dbxref=Genbank:NP_462406.1,GeneID:1255026;gbkey=CDS;gene=greB;product=transcription elongation factor GreB;protein_id=NP_462406.1;transl_table=11;strand=+
cds3407	gi|16763390|ref|NC_003197.1|	3661123	3663453	ID=cds3407;Name=NP_462407.2;Parent=gene3530;Dbxref=Genbank:NP_462407.2,GeneID:1255027;gbkey=CDS;gene=yhgF;product=RNase R;protein_id=NP_462407.2;transl_table=11;strand=+
cds3408	gi|16763390|ref|NC_003197.1|	3663890	3664117	ID=cds3408;Name=NP_462408.1;Parent=gene3531;Dbxref=Genbank:NP_462408.1,GeneID:1255028;gbkey=CDS;gene=feoA;product=ferrous iron transport protein A;protein_id=NP_462408.1;transl_table=11;strand=+
cds3409	gi|16763390|ref|NC_003197.1|	3664136	3666454	ID=cds3409;Name=NP_462409.1;Parent=gene3532;Note=cytoplasmic membrane ferrous uptake system permease%3B mutations disrupt the ability of Escherichia coli to take up ferrous iron%3B GTP-binding protein which requires GTP for efficient iron%28II%29 uptake;Dbxref=Genbank:NP_462409.1,GeneID:1255029;gbkey=CDS;gene=feoB;product=ferrous iron transport protein B;protein_id=NP_462409.1;transl_table=11;strand=+
cds3410	gi|16763390|ref|NC_003197.1|	3666467	3666703	ID=cds3410;Name=NP_462410.1;Parent=gene3533;Dbxref=Genbank:NP_462410.1,GeneID:1255030;gbkey=CDS;gene=yhgG;product=ferrous iron transport protein C;protein_id=NP_462410.1;transl_table=11;strand=+
cds3411	gi|16763390|ref|NC_003197.1|	3666938	3667852	ID=cds3411;Name=NP_462411.1;Parent=gene3534;Dbxref=Genbank:NP_462411.1,GeneID:1255031;gbkey=CDS;product=cytoplasmic protein;protein_id=NP_462411.1;transl_table=11;strand=+
cds3412	gi|16763390|ref|NC_003197.1|	3667888	3668658	ID=cds3412;Name=NP_462412.1;Parent=gene3535;Note=Shows carboxylesterase activity with a preference for short chain fatty acid esters%3B involved in pimeloyl-CoA synthesis;Dbxref=Genbank:NP_462412.1,GeneID:1255032;gbkey=CDS;gene=bioH;product=pimeloyl-ACP methyl ester esterase;protein_id=NP_462412.1;transl_table=11;strand=-
cds3413	gi|16763390|ref|NC_003197.1|	3668696	3669379	ID=cds3413;Name=NP_462413.1;Parent=gene3536;Dbxref=Genbank:NP_462413.1,GeneID:1255033;gbkey=CDS;product=hypothetical protein;protein_id=NP_462413.1;transl_table=11;strand=+
cds3414	gi|16763390|ref|NC_003197.1|	3669438	3670013	ID=cds3414;Name=NP_462414.1;Parent=gene3537;Dbxref=Genbank:NP_462414.1,GeneID:1255034;gbkey=CDS;gene=yhgI;product=Fe%2FS biogenesis protein NfuA;protein_id=NP_462414.1;transl_table=11;strand=+
cds3415	gi|16763390|ref|NC_003197.1|	3670390	3671706	ID=cds3415;Name=NP_462415.1;Parent=gene3538;Dbxref=Genbank:NP_462415.1,GeneID:1255035;gbkey=CDS;gene=gntT;product=high-affinity gluconate permease;protein_id=NP_462415.1;transl_table=11;strand=+
cds3416	gi|16763390|ref|NC_003197.1|	3671825	3673903	ID=cds3416;Name=NP_462416.1;Parent=gene3539;Note=amylomaltase%3B acts to release glucose from maltodextrins;Dbxref=Genbank:NP_462416.1,GeneID:1255036;gbkey=CDS;gene=malQ;product=4-alpha-glucanotransferase;protein_id=NP_462416.1;transl_table=11;strand=-
